x_RIS_m,y_RIS_m,z_RIS_m,H_RIS,H_total,Pr_W,SNR_linear,SNR_dB,data_rate_bps,data_rate_Mbps
1.3,0.0,0.6533333333333333,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,0.73,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,0.8066666666666666,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,0.8833333333333333,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,0.96,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,1.0366666666666666,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,1.1133333333333333,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,1.19,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,1.2666666666666666,0.0,0.0,0.0,0.0,-inf,0.0,0.0
1.3,0.0,1.3433333333333333,0.0,0.0,0.0,0.0,-inf,0.0,0.0
